train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25
UEX 321/325:0,UEX 321/325,0.0,Hamburg Altona,,2026-02-27 19:00:00,,,,,,,,,,,,,,,,,,,,
UEX 321/325:1,UEX 321/325,1.0,Hamburg Hbf,,2026-02-27 19:12:00,,,,,,,,,,,,,,,,,,,,
UEX 321/325:2,UEX 321/325,2.0,Hannover Hbf,,2026-02-27 21:00:00,,,,,,,,,,,,,,,,,,,,
UEX 321/325:3,UEX 321/325,3.0,Göttingen,,2026-02-27 22:17:00,,,,,,,,,,,,,,,,,,,,
UEX 321/325:4,UEX 321/325,4.0,Fulda,,2026-02-27 23:53:00,,,,,,,,,,,,,,,,,,,,
UEX 321/325:5,UEX 321/325,5.0,München Ost,2026-02-27 04:30:00,,,,,,,,,,,,,,,,,,,,,
UEX 321/325:6,UEX 321/325,6.0,Salzburg Hbf,2026-02-27 06:03:00,,,,,,,,,,,,,,,,,,,,,
UEX 321/325:99,UEX 321/325,99.0,Villach Hbf,2026-02-27 08:38:00,,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:0,UEX 332/1372,0.0,Innsbruck Hbf,,2026-02-27 21:00:00,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:1,UEX 332/1372,1.0,Jenbach,,2026-02-27 21:22:00,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:2,UEX 332/1372,2.0,München Ost,,2026-02-27 22:45:00,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:3,UEX 332/1372,3.0,Augsburg Hbf,,2026-02-27 23:32:00,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:4,UEX 332/1372,4.0,Gießen,2026-02-27 04:30:00,,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:5,UEX 332/1372,5.0,Siegen,2026-02-27 05:29:00,,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:6,UEX 332/1372,6.0,Siegburg (Bonn),2026-02-27 07:01:00,,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:7,UEX 332/1372,7.0,Köln Messe/Deutz,2026-02-27 07:19:00,,,,,,,,,,,,,,,,,,,,,
UEX 332/1372:99,UEX 332/1372,99.0,Düsseldorf Hbf,2026-02-27 07:45:00,,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:0,UEX 333/1373,0.0,Düsseldorf Hbf,,2026-02-27 20:43:00,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:1,UEX 333/1373,1.0,Köln Messe/Deutz,,2026-02-27 21:13:00,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:2,UEX 333/1373,2.0,Siegburg/Bonn,,2026-02-27 21:37:00,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:3,UEX 333/1373,3.0,Siegen,,2026-02-27 22:37:00,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:4,UEX 333/1373,4.0,Aschaffenburg Hbf,,2026-02-27 00:40:00,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:5,UEX 333/1373,5.0,Augsburg Hbf,2026-02-27 05:05:00,,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:6,UEX 333/1373,6.0,München Ost,2026-02-27 06:30:00,,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:7,UEX 333/1373,7.0,Jenbach,2026-02-27 08:04:00,,,,,,,,,,,,,,,,,,,,,
UEX 333/1373:99,UEX 333/1373,99.0,Innsbruck Hbf,2026-02-27 08:23:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:0,UEX 334/1374,0.0,Villach Hbf,,2026-02-27 19:06:00,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:1,UEX 334/1374,1.0,Salzburg Hbf,,2026-02-27 22:11:00,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:2,UEX 334/1374,2.0,München Ost,,2026-02-27 23:57:00,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:3,UEX 334/1374,3.0,Aschaffenburg Hbf,2026-02-27 04:33:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:4,UEX 334/1374,4.0,Gießen,2026-02-27 05:24:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:5,UEX 334/1374,5.0,Siegen Hbf,2026-02-27 06:31:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:6,UEX 334/1374,6.0,Siegburg/Bonn,2026-02-27 07:53:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:7,UEX 334/1374,7.0,Köln Messe/Deutz,2026-02-27 08:11:00,,,,,,,,,,,,,,,,,,,,,
UEX 334/1374:99,UEX 334/1374,99.0,Düsseldorf Hbf,2026-02-27 08:39:00,,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:0,UEX 335/1375,0.0,Düsseldorf Hbf,,2026-02-27 19:53:00,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:1,UEX 335/1375,1.0,Köln Messe/Deutz,,2026-02-27 20:22:00,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:2,UEX 335/1375,2.0,Siegen Hbf,,2026-02-27 21:43:00,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:3,UEX 335/1375,3.0,Aschaffenburg Hbf,,2026-02-27 00:40:00,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:4,UEX 335/1375,4.0,München Ost,2026-02-27 04:30:00,,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:5,UEX 335/1375,5.0,Salzburg Hbf,2026-02-27 06:03:00,,,,,,,,,,,,,,,,,,,,,
UEX 335/1375:99,UEX 335/1375,99.0,Villach Hbf,2026-02-27 08:38:00,,,,,,,,,,,,,,,,,,,,,
UEX 1856:0,UEX 1856,0.0,München Ost,,2026-02-27 21:49:00,,,,,,,,,,,,,,,,,,,,
UEX 1856:1,UEX 1856,1.0,Augsburg Hbf,,2026-02-27 22:38:00,,,,,,,,,,,,,,,,,,,,
UEX 1856:2,UEX 1856,2.0,Hannover Hbf,2026-02-27 05:05:00,,,,,,,,,,,,,,,,,,,,,
UEX 1856:3,UEX 1856,3.0,Lüneburg,2026-02-27 06:17:00,,,,,,,,,,,,,,,,,,,,,
UEX 1856:4,UEX 1856,4.0,Hamburg Hbf,2026-02-27 06:53:00,,,,,,,,,,,,,,,,,,,,,
UEX 1856:99,UEX 1856,99.0,Hamburg Altona,2026-02-27 07:36:00,,,,,,,,,,,,,,,,,,,,,
UEX 1857:0,UEX 1857,0.0,Hamburg Altona,,2026-02-27 21:32:00,,,,,,,,,,,,,,,,,,,,
UEX 1857:1,UEX 1857,1.0,Hamburg Hbf,,2026-02-27 21:45:00,,,,,,,,,,,,,,,,,,,,
UEX 1857:2,UEX 1857,2.0,Hannover Hbf,,2026-02-27 21:32:00,,,,,,,,,,,,,,,,,,,,
UEX 1857:3,UEX 1857,3.0,Augsburg Hbf,2026-02-27 06:30:00,,,,,,,,,,,,,,,,,,,,,
UEX 1857:99,UEX 1857,99.0,München Ost,2026-02-27 07:20:00,,,,,,,,,,,,,,,,,,,,,
UEX 1858:0,UEX 1858,0.0,Lörrach Hbf,,2026-02-27 20:36:00,,,,,,,,,,,,,,,,,,,,
UEX 1858:1,UEX 1858,1.0,Freiburg (Breisgau) Hbf,,2026-02-27 21:28:00,,,,,,,,,,,,,,,,,,,,
UEX 1858:2,UEX 1858,2.0,Karlsruhe Hbf,,2026-02-27 22:52:00,,,,,,,,,,,,,,,,,,,,
UEX 1858:3,UEX 1858,3.0,Hannover Hbf,2026-02-27 05:05:00,,,,,,,,,,,,,,,,,,,,,
UEX 1858:4,UEX 1858,4.0,Lüneburg,2026-02-27 06:17:00,,,,,,,,,,,,,,,,,,,,,
UEX 1858:5,UEX 1858,5.0,Hamburg Hbf,2026-02-27 06:36:00,,,,,,,,,,,,,,,,,,,,,
UEX 1858:99,UEX 1858,99.0,Hamburg Altona,2026-02-27 07:35:00,,,,,,,,,,,,,,,,,,,,,
UEX 1859:0,UEX 1859,0.0,Hamburg Altona,,2026-02-27 21:32:00,,,,,,,,,,,,,,,,,,,,
UEX 1859:1,UEX 1859,1.0,Hamburg Hbf,,2026-02-27 21:45:00,,,,,,,,,,,,,,,,,,,,
UEX 1859:2,UEX 1859,2.0,Hannover Hbf,,2026-02-27 23:32:00,,,,,,,,,,,,,,,,,,,,
UEX 1859:3,UEX 1859,3.0,Karlsruhe Hbf,2026-02-27 05:00:00,,,,,,,,,,,,,,,,,,,,,
UEX 1859:4,UEX 1859,4.0,Freiburg (Breisgau) Hbf,2026-02-27 06:57:00,,,,,,,,,,,,,,,,,,,,,
UEX 1859:99,UEX 1859,99.0,Lörrach Hbf,2026-02-27 08:05:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 D:0,UZ 001 D,0.0,Kharkiv,,2026-02-27 18:55:00,,,,,,,,,,,,,,,,,,,,
UZ 001 D:1,UZ 001 D,1.0,Poltava,,2026-02-27 21:27:00,,,,,,,,,,,,,,,,,,,,
UZ 001 D:2,UZ 001 D,2.0,Myrhorod,,2026-02-27 22:39:00,,,,,,,,,,,,,,,,,,,,
UZ 001 D:3,UZ 001 D,3.0,Kyiv Pasazhyrskyi,,2026-02-27 01:54:00,,,,,,,,,,,,,,,,,,,,
UZ 001 D:4,UZ 001 D,4.0,Lviv,2026-02-27 08:40:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 D:99,UZ 001 D,99.0,Ivano-Frankivsk,2026-02-27 11:28:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 L:0,UZ 001 L,0.0,Ivano-Frankivsk,,2026-02-27 19:53:00,,,,,,,,,,,,,,,,,,,,
UZ 001 L:1,UZ 001 L,1.0,Lviv,,2026-02-27 22:30:00,,,,,,,,,,,,,,,,,,,,
UZ 001 L:2,UZ 001 L,2.0,Kyiv Pasazhyrskyi,2026-02-27 05:32:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 L:3,UZ 001 L,3.0,Myrhorod,2026-02-27 08:42:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 L:4,UZ 001 L,4.0,Poltava,2026-02-27 09:52:00,,,,,,,,,,,,,,,,,,,,,
UZ 001 L:99,UZ 001 L,99.0,Kharkiv,2026-02-27 12:33:00,,,,,,,,,,,,,,,,,,,,,
UZ 003:0,UZ 003,0.0,Uzhhorod,,2026-02-27 16:35:00,,,,,,,,,,,,,,,,,,,,
UZ 003:1,UZ 003,1.0,Mukacheve,,2026-02-27 17:54:00,,,,,,,,,,,,,,,,,,,,
UZ 003:2,UZ 003,2.0,Stryj,,2026-02-27 20:33:00,,,,,,,,,,,,,,,,,,,,
UZ 003:3,UZ 003,3.0,Lviv,,2026-02-27 21:55:00,,,,,,,,,,,,,,,,,,,,
UZ 003:4,UZ 003,4.0,Dnipro Holovny,2026-02-27 11:12:00,,,,,,,,,,,,,,,,,,,,,
UZ 003:99,UZ 003,99.0,Zaporizhzhia 1,2026-02-27 13:08:00,,,,,,,,,,,,,,,,,,,,,
UZ 004:0,UZ 004,0.0,Zaporizhzhia 1,,2026-02-27 17:53:00,,,,,,,,,,,,,,,,,,,,
UZ 004:1,UZ 004,1.0,Dnipro Holovny,,2026-02-27 19:42:00,,,,,,,,,,,,,,,,,,,,
UZ 004:2,UZ 004,2.0,Lviv,2026-02-27 08:47:00,,,,,,,,,,,,,,,,,,,,,
UZ 004:3,UZ 004,3.0,Stryj,2026-02-27 10:16:00,,,,,,,,,,,,,,,,,,,,,
UZ 004:4,UZ 004,4.0,Mukacheve,2026-02-27 13:06:00,,,,,,,,,,,,,,,,,,,,,
UZ 004:99,UZ 004,99.0,Uzhhorod,2026-02-27 14:27:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 L:0,UZ 006 L,0.0,Yasinia,,2026-02-27 12:23:00,,,,,,,,,,,,,,,,,,,,
UZ 006 L:1,UZ 006 L,1.0,Vorokhta,,2026-02-27 13:08:00,,,,,,,,,,,,,,,,,,,,
UZ 006 L:2,UZ 006 L,2.0,Ivano-Frankivsk,,2026-02-27 15:40:00,,,,,,,,,,,,,,,,,,,,
UZ 006 L:3,UZ 006 L,3.0,Lviv,,2026-02-27 18:27:00,,,,,,,,,,,,,,,,,,,,
UZ 006 L:4,UZ 006 L,4.0,Dnipro Holovny,2026-02-27 08:37:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 L:99,UZ 006 L,99.0,Zaporizhzhia 1,2026-02-27 11:05:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 P:0,UZ 006 P,0.0,Zaporizhzhia 1,,2026-02-27 13:00:00,,,,,,,,,,,,,,,,,,,,
UZ 006 P:1,UZ 006 P,1.0,Dnipro Holovny,,2026-02-27 15:04:00,,,,,,,,,,,,,,,,,,,,
UZ 006 P:2,UZ 006 P,2.0,Lviv,2026-02-27 04:58:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 P:3,UZ 006 P,3.0,Ivano-Frankivsk,2026-02-27 07:33:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 P:4,UZ 006 P,4.0,Vorokhta,2026-02-27 10:00:00,,,,,,,,,,,,,,,,,,,,,
UZ 006 P:99,UZ 006 P,99.0,Yasinia,2026-02-27 10:43:00,,,,,,,,,,,,,,,,,,,,,
UZ 007 K:0,UZ 007 K,0.0,Kyiv Pasazhyrskyi,,2026-02-27 20:21:00,,,,,,,,,,,,,,,,,,,,
UZ 007 K:1,UZ 007 K,1.0,Lviv,2026-02-27 03:04:00,2026-02-27 03:24:00,,,,,,,,,,,,,,,,,,,,
UZ 007 K:2,UZ 007 K,2.0,Ivano-Frankivsk,2026-02-27 05:40:00,,,,,,,,,,,,,,,,,,,,,
UZ 007 K:99,UZ 007 K,99.0,Chernivtsi,2026-02-27 08:05:00,,,,,,,,,,,,,,,,,,,,,
UZ 008 L:0,UZ 008 L,0.0,Chernivtsi,,2026-02-27 19:12:00,,,,,,,,,,,,,,,,,,,,
UZ 008 L:1,UZ 008 L,1.0,Ivano-Frankivsk,,2026-02-27 21:26:00,,,,,,,,,,,,,,,,,,,,
UZ 008 L:2,UZ 008 L,2.0,Lviv,2026-02-27 23:50:00,2026-02-27 00:12:00,,,,,,,,,,,,,,,,,,,,
UZ 008 L:99,UZ 008 L,99.0,Kyiv Pasazhyrskyi,2026-02-27 07:02:00,,,,,,,,,,,,,,,,,,,,,
UZ 007 O/059 O:0,UZ 007 O/059 O,0.0,Kharkiv,,2026-02-27 17:55:00,,,,,,,,,,,,,,,,,,,,
UZ 007 O/059 O:1,UZ 007 O/059 O,1.0,Poltava,,2026-02-27 20:23:00,,,,,,,,,,,,,,,,,,,,
UZ 007 O/059 O:2,UZ 007 O/059 O,2.0,Kremenchuk,,2026-02-27 22:27:00,,,,,,,,,,,,,,,,,,,,
UZ 007 O/059 O:99,UZ 007 O/059 O,99.0,Odesa Holovna,2026-02-27 08:10:00,,,,,,,,,,,,,,,,,,,,,
UZ 008 Š/060 Š:0,UZ 008 Š/060 Š,0.0,Odesa Holovna,,2026-02-27 19:56:00,,,,,,,,,,,,,,,,,,,,
UZ 008 Š/060 Š:1,UZ 008 Š/060 Š,1.0,Kremenchuk,2026-02-27 05:29:00,,,,,,,,,,,,,,,,,,,,,
UZ 008 Š/060 Š:2,UZ 008 Š/060 Š,2.0,Poltava,2026-02-27 07:25:00,,,,,,,,,,,,,,,,,,,,,
UZ 008 Š/060 Š:99,UZ 008 Š/060 Š,99.0,Kharkiv,2026-02-27 09:58:00,,,,,,,,,,,,,,,,,,,,,
UZ 009:0,UZ 009,0.0,Kyiv Pasazhyrskyi,,2026-02-27 10:16:00,,,,,,,,,,,,,,,,,,,,
UZ 009:1,UZ 009,1.0,Lviv,,2026-02-27 17:01:00,,,,,,,,,,,,,,,,,,,,
UZ 009:2,UZ 009,2.0,Mukacheve,,2026-02-27 20:36:00,,,,,,,,,,,,,,,,,,,,
UZ 009:3,UZ 009,3.0,Chop,,2026-02-27 23:32:00,,,,,,,,,,,,,,,,,,,,
UZ 009:4,UZ 009,4.0,Nyíregyháza,,2026-02-27 01:25:00,,,,,,,,,,,,,,,,,,,,
UZ 009:5,UZ 009,5.0,Szolnok,2026-02-27 04:06:00,,,,,,,,,,,,,,,,,,,,,
UZ 009:99,UZ 009,99.0,Budapest Keleti,2026-02-27 06:00:00,,,,,,,,,,,,,,,,,,,,,
UZ 010:0,UZ 010,0.0,Budapest Keleti,,2026-02-27 22:40:00,,,,,,,,,,,,,,,,,,,,
UZ 010:1,UZ 010,1.0,Szolnok,,2026-02-27 00:18:00,,,,,,,,,,,,,,,,,,,,
UZ 010:2,UZ 010,2.0,Debrecen,,2026-02-27 01:59:00,,,,,,,,,,,,,,,,,,,,
UZ 010:3,UZ 010,3.0,Chop,2026-02-27 05:58:00,,,,,,,,,,,,,,,,,,,,,
UZ 010:4,UZ 010,4.0,Mukacheve,2026-02-27 09:00:00,,,,,,,,,,,,,,,,,,,,,
UZ 010:5,UZ 010,5.0,Lviv,2026-02-27 12:28:00,,,,,,,,,,,,,,,,,,,,,
UZ 010:99,UZ 010,99.0,Kyiv Pasazhyrskyi,2026-02-27 19:11:00,,,,,,,,,,,,,,,,,,,,,
UZ 012 L:0,UZ 012 L,0.0,Lviv,,2026-02-27 19:46:00,,,,,,,,,,,,,,,,,,,,
UZ 012 L:1,UZ 012 L,1.0,Ternopil,,2026-02-27 21:48:00,,,,,,,,,,,,,,,,,,,,
UZ 012 L:2,UZ 012 L,2.0,Khmelnytskyi,,2026-02-27 23:35:00,,,,,,,,,,,,,,,,,,,,
UZ 012 L:99,UZ 012 L,99.0,Odesa Holovna,2026-02-27 06:23:00,,,,,,,,,,,,,,,,,,,,,
UZ 012 Š:0,UZ 012 Š,0.0,Odesa Holovna,,2026-02-27 19:46:00,,,,,,,,,,,,,,,,,,,,
UZ 012 Š:1,UZ 012 Š,1.0,Zhmerynka,,2026-02-27 00:59:00,,,,,,,,,,,,,,,,,,,,
UZ 012 Š:2,UZ 012 Š,2.0,Ternopil,2026-02-27 04:16:00,,,,,,,,,,,,,,,,,,,,,
UZ 012 Š:99,UZ 012 Š,99.0,Lviv,2026-02-27 06:18:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 K:0,UZ 013 K,0.0,Kyiv Pasazhyrskyi,,2026-02-27 15:58:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:1,UZ 013 K,1.0,Fastiv,,2026-02-27 16:47:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:2,UZ 013 K,2.0,Vinnytsia,,2026-02-27 19:08:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:3,UZ 013 K,3.0,Khmelnytskyi,,2026-02-27 21:23:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:4,UZ 013 K,4.0,Ternopil,,2026-02-27 23:20:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:5,UZ 013 K,5.0,Lviv,,2026-02-27 02:02:00,,,,,,,,,,,,,,,,,,,,
UZ 013 K:6,UZ 013 K,6.0,Stryj,2026-02-27 03:02:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 K:7,UZ 013 K,7.0,Mukacheve,2026-02-27 05:59:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 K:99,UZ 013 K,99.0,Solotvyno,2026-02-27 10:58:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 L:0,UZ 013 L,0.0,Solotvyno,,2026-02-27 14:00:00,,,,,,,,,,,,,,,,,,,,
UZ 013 L:1,UZ 013 L,1.0,Stryj,,2026-02-27 22:10:00,,,,,,,,,,,,,,,,,,,,
UZ 013 L:2,UZ 013 L,2.0,Lviv,,2026-02-27 23:50:00,,,,,,,,,,,,,,,,,,,,
UZ 013 L:3,UZ 013 L,3.0,Ternopil,,2026-02-27 01:58:00,,,,,,,,,,,,,,,,,,,,
UZ 013 L:4,UZ 013 L,4.0,Khmelnytskyi,2026-02-27 03:38:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 L:5,UZ 013 L,5.0,Vinnytsia,2026-02-27 05:45:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 L:6,UZ 013 L,6.0,Fastiv,2026-02-27 07:55:00,,,,,,,,,,,,,,,,,,,,,
UZ 013 L:99,UZ 013 L,99.0,Kyiv Pasazhyrskyi,2026-02-27 08:54:00,,,,,,,,,,,,,,,,,,,,,
UZ 015:0,UZ 015,0.0,Kharkiv,,2026-02-27 14:07:00,,,,,,,,,,,,,,,,,,,,
UZ 015:1,UZ 015,1.0,Poltava,,2026-02-27 16:39:00,,,,,,,,,,,,,,,,,,,,
UZ 015:2,UZ 015,2.0,Myrhorod,,2026-02-27 17:51:00,,,,,,,,,,,,,,,,,,,,
UZ 015:3,UZ 015,3.0,Lubny,,2026-02-27 18:40:00,,,,,,,,,,,,,,,,,,,,
UZ 015:4,UZ 015,4.0,Kyiv Pasazhyrskyi,,2026-02-27 21:18:00,,,,,,,,,,,,,,,,,,,,
UZ 015:5,UZ 015,5.0,Lviv,2026-02-27 04:39:00,,,,,,,,,,,,,,,,,,,,,
UZ 015:6,UZ 015,6.0,Ivano-Frankivsk,2026-02-27 06:55:00,,,,,,,,,,,,,,,,,,,,,
UZ 015:7,UZ 015,7.0,Vorokhta,2026-02-27 09:22:00,,,,,,,,,,,,,,,,,,,,,
UZ 015:99,UZ 015,99.0,Yasinia,2026-02-27 10:06:00,,,,,,,,,,,,,,,,,,,,,
UZ 016:0,UZ 016,0.0,Yasinia,,2026-02-27 13:28:00,,,,,,,,,,,,,,,,,,,,
UZ 016:1,UZ 016,1.0,Vorokhta,,2026-02-27 14:12:00,,,,,,,,,,,,,,,,,,,,
UZ 016:2,UZ 016,2.0,Ivano-Frankivsk,,2026-02-27 16:24:00,,,,,,,,,,,,,,,,,,,,
UZ 016:3,UZ 016,3.0,Lviv,,2026-02-27 19:05:00,,,,,,,,,,,,,,,,,,,,
UZ 016:4,UZ 016,4.0,Kyiv Pasazhyrskyi,,2026-02-27 02:22:00,,,,,,,,,,,,,,,,,,,,
UZ 016:5,UZ 016,5.0,Lubny,2026-02-27 04:32:00,,,,,,,,,,,,,,,,,,,,,
UZ 016:6,UZ 016,6.0,Myrhorod,2026-02-27 05:23:00,,,,,,,,,,,,,,,,,,,,,
UZ 016:7,UZ 016,7.0,Poltava,2026-02-27 06:31:00,,,,,,,,,,,,,,,,,,,,,
UZ 016:99,UZ 016,99.0,Kharkiv,2026-02-27 09:10:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:0,UZ 017 O/045 D,0.0,Kharkiv,,2026-02-27 14:36:00,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:1,UZ 017 O/045 D,1.0,Poltava,,2026-02-27 17:08:00,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:2,UZ 017 O/045 D,2.0,Myrhorod,,2026-02-27 18:15:00,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:3,UZ 017 O/045 D,3.0,Lubny,,2026-02-27 19:01:00,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:4,UZ 017 O/045 D,4.0,Kyiv Pasazhyrskyi,,2026-02-27 21:40:00,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:5,UZ 017 O/045 D,5.0,Stryj,2026-02-27 05:32:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:6,UZ 017 O/045 D,6.0,Mukacheve,2026-02-27 08:19:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 O/045 D:99,UZ 017 O/045 D,99.0,Uzhhorod,2026-02-27 08:34:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:0,UZ 017 L/045 L,0.0,Uzhhorod,,2026-02-27 13:38:00,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:1,UZ 017 L/045 L,1.0,Mukacheve,,2026-02-27 15:06:00,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:2,UZ 017 L/045 L,2.0,Stryj,,2026-02-27 17:52:00,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:3,UZ 017 L/045 L,3.0,Lviv,,2026-02-27 19:20:00,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:4,UZ 017 L/045 L,4.0,Kyiv Pasazhyrskyi,,2026-02-27 02:12:00,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:5,UZ 017 L/045 L,5.0,Lubny,2026-02-27 04:23:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:6,UZ 017 L/045 L,6.0,Myrhorod,2026-02-27 05:14:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:7,UZ 017 L/045 L,7.0,Poltava,2026-02-27 06:21:00,,,,,,,,,,,,,,,,,,,,,
UZ 017 L/045 L:99,UZ 017 L/045 L,99.0,Kharkiv,2026-02-27 08:50:00,,,,,,,,,,,,,,,,,,,,,
UZ 019:0,UZ 019,0.0,Kyiv Pasazhyrskyi,,2026-02-27 18:19:00,,,,,,,,,,,,,,,,,,,,
UZ 019:1,UZ 019,1.0,Kovel,,2026-02-27 01:18:00,,,,,,,,,,,,,,,,,,,,
UZ 019:99,UZ 019,99.0,Chelm,2026-02-27 04:55:00,,,,,,,,,,,,,,,,,,,,,
UZ 020:0,UZ 020,0.0,Chelm,,2026-02-27 23:40:00,,,,,,,,,,,,,,,,,,,,
UZ 020:1,UZ 020,1.0,Kovel,2026-02-27 05:16:00,,,,,,,,,,,,,,,,,,,,,
UZ 020:99,UZ 020,99.0,Kyiv Pasazhyrskyi,2026-02-27 12:17:00,,,,,,,,,,,,,,,,,,,,,
UZ 021:0,UZ 021,0.0,Kharkiv,,2026-02-27 19:38:00,,,,,,,,,,,,,,,,,,,,
UZ 021:1,UZ 021,1.0,Poltava,,2026-02-27 22:25:00,,,,,,,,,,,,,,,,,,,,
UZ 021:2,UZ 021,2.0,Myrhorod,,2026-02-27 23:37:00,,,,,,,,,,,,,,,,,,,,
UZ 021:3,UZ 021,3.0,Lubny,,2026-02-27 00:24:00,,,,,,,,,,,,,,,,,,,,
UZ 021:4,UZ 021,4.0,Kyiv Pasazhyrskyi,2026-02-27 02:37:00,2026-02-27 02:57:00,,,,,,,,,,,,,,,,,,,,
UZ 021:5,UZ 021,5.0,Vinnytsia,2026-02-27 05:36:00,,,,,,,,,,,,,,,,,,,,,
UZ 021:6,UZ 021,6.0,Khmelnytskyi,2026-02-27 07:34:00,,,,,,,,,,,,,,,,,,,,,
UZ 021:7,UZ 021,7.0,Ternopil,2026-02-27 09:30:00,,,,,,,,,,,,,,,,,,,,,
UZ 021:99,UZ 021,99.0,Lviv,2026-02-27 11:30:00,,,,,,,,,,,,,,,,,,,,,
UZ 022:0,UZ 022,0.0,Lviv,,2026-02-27 18:42:00,,,,,,,,,,,,,,,,,,,,
UZ 022:1,UZ 022,1.0,Ternopil,,2026-02-27 20:40:00,,,,,,,,,,,,,,,,,,,,
UZ 022:2,UZ 022,2.0,Khmelnytskyi,,2026-02-27 22:23:00,,,,,,,,,,,,,,,,,,,,
UZ 022:3,UZ 022,3.0,Vinnytsia,,2026-02-27 00:15:00,,,,,,,,,,,,,,,,,,,,
UZ 022:4,UZ 022,4.0,Kyiv Pasazhyrskyi,2026-02-27 03:06:00,2026-02-27 03:26:00,,,,,,,,,,,,,,,,,,,,
UZ 022:5,UZ 022,5.0,Lubny,2026-02-27 05:30:00,,,,,,,,,,,,,,,,,,,,,
UZ 022:6,UZ 022,6.0,Myrhorod,2026-02-27 06:21:00,,,,,,,,,,,,,,,,,,,,,
UZ 022:7,UZ 022,7.0,Poltava,2026-02-27 07:33:00,,,,,,,,,,,,,,,,,,,,,
